loanNumber,purpose,strata,clientId,dateOfBirth,cycle,province,district,submissionDate,approvalDate,disbursementDate,appliedAmount,approvedAmount,disbursedAmount,loanType,termsDuration,actualPaymentAmount,principalPaid,interestPaid,insuranceFeePaid,totalLateFeesPaid,excessAmountPaid,interestWaived,currentBalance,principalBalance,interestBalance,feesBalance,amountPastDue,principalPastDue,interestPastDue,feesPastDue,scheduledPrincipalAmount,scheduledInterestAmount,scheduledFeesAmount,scheduledPaymentAmount,lastPaymentAmount,lastPrincipalAmount,lastInterestAmount,lastFeesAmount,lastLateFeesAmount,lastExcessAmount,daysInArrears,installmentInArrears,lastPaymentDate,loanStatus,industrySectorOfActivity,businessSubSector,countrySpecific,country_code
LN-ET-2019-840228,Rent/Utilities,refugee,ET-ET-2018-S3-U01070,1974-12-14,3,SNNPR,Kirkos,2019-01-12,2019-01-20,2019-01-31,100.0,100.0,97.11,Working Capital,9,42.15,32.67,8.1,0.28,1.13,0.0,0.0,81.93,64.44,14.91,2.02,12.29,6.44,1.49,0.2,10.79,2.56,0.35,13.7,14.3,9.02,4.3,1.05,0.51,0.0,41,1,2019-03-02,defaulted,Retail & Trade,Clothing,Ethiopia,ET
LN-RW-2020-721570,Stock purchase,refugee,RW-RW-2024-S2-U03693,1998-03-09,2,Eastern,Musanze,2020-08-25,2020-09-21,2020-10-03,282.44,216.7,198.4,Seasonal Loan,3,152.97,99.94,32.03,2.0,0.0,19.0,0.0,112.07,98.46,23.5,7.63,0.0,0.0,0.0,0.0,66.13,18.51,2.54,87.19,64.53,41.14,20.92,0.38,0.0,2.09,0,0,2020-11-12,active,Hospitality and Tourism,Catering,Rwanda,RW
LN-RW-2025-447807,Equipment,host,RW-RW-2018-S1-U03943,1985-10-29,2,Western,Rubavu,2025-08-25,2025-09-16,2025-09-28,291.72,281.12,278.54,Asset Finance,24,140.87,113.44,19.11,1.94,0.0,6.38,0.0,208.67,165.1,33.66,13.42,0.0,0.0,0.0,0.0,11.61,2.2,0.56,14.36,16.19,12.25,5.11,0.21,0.0,0.0,0,0,2025-11-11,active,ICT,Cybercafe,Rwanda,RW
LN-KE-2023-774359,Emergency,refugee,KE-KE-2023-S1-U02470,1992-01-18,3,Coast,Mombasa,2023-06-30,2023-07-11,2023-07-18,233.93,200.91,186.15,Asset Finance,3,77.72,60.6,14.35,0.47,0.0,2.31,0.0,158.15,125.55,29.49,4.46,0.0,0.0,0.0,0.0,62.05,14.61,1.49,78.15,76.86,65.31,24.6,4.32,0.0,0.0,0,0,2023-08-29,active,Retail & Trade,Clothing,Kenya,KE
LN-KE-2023-852439,Emergency,host,KE-KE-2026-S3-U01921,1982-11-12,4,Central,Mombasa,2023-11-14,2023-12-10,2023-12-15,584.28,447.12,411.12,Emergency Loan,24,132.62,118.59,16.46,0.5,0.0,0.0,0.0,349.63,292.52,44.54,8.3,0.0,0.0,0.0,0.0,17.13,2.54,0.35,20.02,22.5,12.63,3.26,0.34,0.0,6.27,0,0,2024-04-07,active,Retail & Trade,Phone Accessories,Kenya,KE
LN-KE-2019-576462,Equipment,refugee,KE-KE-2021-S2-U03632,1986-02-03,1,Rift Valley,Kajiado,2019-08-11,2019-08-26,2019-09-08,291.79,251.41,236.09,Asset Finance,12,298.81,221.17,59.78,1.72,0.71,15.42,0.0,3.07,14.92,0.0,3.55,0.46,1.49,0.0,0.36,19.67,4.98,0.36,25.01,24.85,17.37,8.56,0.53,1.19,0.0,11,1,2019-11-25,closed,Retail & Trade,Pharmacy,Kenya,KE
LN-ET-2023-831225,Stock purchase,host,ET-ET-2026-S2-U02107,1998-02-24,1,Oromia,Yeka,2023-04-21,2023-04-23,2023-05-06,237.06,224.05,214.54,Asset Finance,9,127.96,96.48,16.89,0.46,0.0,14.13,0.0,129.02,118.06,16.06,8.56,0.0,0.0,0.0,0.0,23.84,3.66,0.95,28.45,37.98,27.28,8.38,0.72,0.0,1.6,0,0,2023-09-19,active,Retail & Trade,Phone Accessories,Ethiopia,ET
LN-RW-2025-431140,Equipment,host,RW-RW-2021-S1-U03234,1993-02-05,3,Kigali City,Kicukiro,2025-04-22,2025-05-02,2025-05-14,176.81,157.64,151.95,Asset Finance,24,28.44,25.0,2.52,0.03,0.86,0.03,0.0,145.35,126.95,16.17,2.12,21.8,12.69,1.62,0.21,10.0,1.0,0.12,11.12,9.85,5.43,2.16,0.37,0.08,1.8,60,4,2025-05-29,defaulted,Agriculture,Dairy,Rwanda,RW
LN-RW-2019-120169,Emergency,host,RW-RW-2023-S2-U00246,1986-10-23,2,Kigali City,Kicukiro,2019-06-23,2019-06-27,2019-06-27,607.75,491.59,448.82,Seasonal Loan,24,256.77,197.29,27.94,2.07,0.0,29.46,0.0,259.35,251.53,25.59,9.59,0.0,0.0,0.0,0.0,18.7,2.23,0.4,21.33,19.64,12.18,4.78,0.38,0.0,2.3,0,0,2019-08-14,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-ET-2021-793183,Stock purchase,refugee,ET-ET-2020-S3-U00527,1999-10-22,6,Oromia,Hawassa,2021-07-11,2021-07-18,2021-07-21,526.54,401.29,400.45,Inventory Loan,9,303.3,270.93,27.96,1.53,0.0,2.88,0.0,151.45,129.52,16.17,7.88,0.0,0.0,0.0,0.0,44.49,4.9,0.88,50.27,58.93,46.11,13.99,2.63,0.0,0.0,0,0,2022-01-19,active,Professional Services,Tailoring,Ethiopia,ET
LN-ET-2019-627367,Stock purchase,host,ET-ET-2020-S3-U04779,1978-02-21,3,Amhara,Bole,2019-09-20,2019-09-25,2019-09-25,332.87,275.62,275.17,Seasonal Loan,12,131.17,88.37,17.42,1.22,7.84,16.33,0.0,221.47,186.79,44.15,4.81,33.22,18.68,4.41,0.48,22.93,5.13,1.05,29.11,31.33,26.46,6.66,2.63,1.25,0.0,14,1,2020-04-12,active,Professional Services,Repairs,Ethiopia,ET
LN-SS-2021-447794,Emergency,host,SS-SS-2023-S2-U00763,1986-05-03,2,Central Equatoria,Juba,2021-08-28,2021-09-11,2021-09-14,197.34,202.71,201.29,Inventory Loan,24,81.39,61.77,8.16,1.09,0.0,10.36,0.0,160.11,139.52,20.22,8.58,0.0,0.0,0.0,0.0,10.0,1.18,0.36,11.54,12.48,9.58,2.11,1.04,0.0,0.0,0,0,2022-01-30,active,Professional Services,Consulting,South Sudan,SS
LN-SS-2024-416206,Working capital,host,SS-SS-2019-S2-U02736,2001-11-02,1,Western Equatoria,Torit,2024-10-19,2024-11-01,2024-11-15,166.28,155.92,148.53,Inventory Loan,3,192.78,148.53,40.71,1.43,1.65,0.46,0.0,1.24,0.0,1.11,0.58,0.19,0.0,0.11,0.06,49.51,13.94,0.74,64.19,62.44,40.64,11.09,2.23,0.94,7.53,3,2,2025-01-23,closed,Agriculture,Grains,South Sudan,SS
LN-SS-2026-503753,Expansion,host,SS-SS-2024-S3-U00869,1983-08-29,5,Central Equatoria,Juba,2026-04-14,2026-04-20,2026-04-20,258.41,206.5,197.55,Emergency Loan,18,187.87,132.04,40.24,1.93,2.34,11.32,0.0,72.37,65.51,11.22,6.22,10.86,6.55,1.12,0.62,10.97,2.86,0.48,14.31,17.07,14.33,1.77,0.07,0.68,0.22,8,1,2026-08-14,active,Agriculture,Grains,South Sudan,SS
LN-ET-2024-966213,Equipment,host,ET-ET-2023-S1-U00494,2004-12-29,1,Amhara,Mekelle,2024-02-10,2024-02-14,2024-02-25,509.16,429.45,409.43,Working Capital,9,225.45,152.43,47.03,2.38,0.0,23.61,0.0,296.99,256.99,55.39,5.07,0.0,0.0,0.0,0.0,45.49,11.38,0.56,57.44,71.96,45.31,21.01,0.82,0.0,4.83,0,0,2024-08-27,active,Professional Services,Repairs,Ethiopia,ET
LN-SS-2024-963992,Rent/Utilities,refugee,SS-SS-2026-S2-U04793,1986-05-30,1,Central Equatoria,Yambio,2024-08-31,2024-09-22,2024-09-28,117.88,100.0,90.7,Asset Finance,9,48.87,36.85,4.42,0.55,0.0,7.06,0.0,59.15,53.86,8.53,3.16,0.0,0.0,0.0,0.0,10.08,1.44,0.35,11.87,13.82,10.3,2.87,0.75,0.0,0.0,0,0,2025-03-08,active,Professional Services,Consulting,South Sudan,SS
LN-RW-2019-719190,Equipment,host,RW-RW-2026-S1-U01612,2002-11-30,5,Western,Musanze,2019-01-17,2019-02-11,2019-02-20,100.0,100.0,91.81,Emergency Loan,24,34.79,28.84,3.45,0.03,0.0,2.46,0.0,68.65,62.97,6.67,1.41,0.0,0.0,0.0,0.0,10.0,1.0,0.06,11.06,13.76,9.39,2.1,0.18,0.0,2.09,0,0,2019-05-11,active,Retail & Trade,Clothing,Rwanda,RW
LN-RW-2021-517144,Working capital,refugee,RW-RW-2021-S3-U02733,1973-10-03,1,Northern,Kicukiro,2021-05-04,2021-05-06,2021-05-13,577.12,513.83,513.17,Seasonal Loan,12,358.23,253.69,54.46,4.11,0.0,45.97,0.0,276.44,259.48,53.75,6.02,0.0,0.0,0.0,0.0,42.76,9.02,0.5,52.28,40.96,26.83,4.21,1.51,0.0,8.42,0,0,2021-08-25,active,Professional Services,Hair Salon,Rwanda,RW
LN-RW-2025-558558,Rent/Utilities,refugee,RW-RW-2023-S2-U00296,1979-04-30,3,Western,Musanze,2025-06-07,2025-07-03,2025-07-14,345.56,262.78,248.58,Working Capital,6,125.53,80.5,22.11,1.61,0.0,21.31,0.0,208.64,168.08,50.83,8.36,0.0,0.0,0.0,0.0,41.43,12.16,1.39,54.98,61.35,34.85,18.79,4.18,0.0,3.52,0,0,2025-09-24,active,Professional Services,Repairs,Rwanda,RW
LN-RW-2025-905931,Stock purchase,refugee,RW-RW-2019-S1-U03508,1975-08-05,2,Western,Gasabo,2025-10-03,2025-10-13,2025-10-20,1554.49,1436.82,1408.36,Inventory Loan,12,577.51,495.6,60.83,5.05,0.0,16.04,0.0,1099.15,912.77,149.94,42.87,0.0,0.0,0.0,0.0,117.36,17.56,3.57,138.5,108.05,88.49,23.3,3.17,0.0,0.0,0,0,2026-01-16,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-ET-2025-234575,Equipment,host,ET-ET-2024-S2-U04860,2006-08-11,2,Amhara,Hawassa,2025-03-01,2025-03-23,2025-03-24,402.93,369.53,358.8,Inventory Loan,24,176.0,137.63,29.71,2.74,1.72,4.19,0.0,283.07,221.17,51.96,9.72,42.46,22.12,5.2,0.97,14.95,3.4,0.48,18.83,16.27,10.21,4.28,1.11,0.4,0.27,7,1,2025-07-06,active,Hospitality and Tourism,Coffee Shop,Ethiopia,ET
LN-ET-2025-881318,Working capital,host,ET-ET-2019-S1-U00306,1991-10-31,2,Tigray,Kirkos,2025-04-01,2025-04-19,2025-04-26,270.43,256.45,231.48,Emergency Loan,9,32.38,25.68,6.24,0.39,1.8,0.0,0.0,270.56,205.79,57.51,2.23,40.58,20.58,5.75,0.22,25.72,7.08,0.45,33.25,28.61,17.79,9.61,1.23,1.29,0.0,48,4,2025-08-29,defaulted,Retail & Trade,Pharmacy,Ethiopia,ET
LN-KE-2024-447519,Expansion,host,KE-KE-2021-S2-U04384,2000-01-14,1,Rift Valley,Nakuru,2024-02-17,2024-02-23,2024-02-27,208.44,175.79,166.4,Seasonal Loan,6,156.02,121.56,30.05,1.52,0.0,2.9,0.0,54.12,44.83,8.07,3.58,0.0,0.0,0.0,0.0,27.73,6.35,0.6,34.68,25.25,17.54,4.16,0.36,0.0,3.2,0,0,2024-06-21,active,Professional Services,Tailoring,Kenya,KE
LN-RW-2021-396145,Equipment,refugee,RW-RW-2026-S3-U02338,1995-09-11,2,Kigali City,Musanze,2021-08-11,2021-08-22,2021-08-26,406.97,382.37,346.83,Asset Finance,18,255.47,208.37,27.38,3.27,0.0,16.46,0.0,145.27,138.46,14.08,7.33,0.0,0.0,0.0,0.0,19.27,2.3,0.41,21.98,20.7,13.22,3.99,1.22,0.0,2.27,0,0,2022-01-27,active,Agriculture,Grains,Rwanda,RW
LN-RW-2024-337834,Stock purchase,host,RW-RW-2023-S2-U03626,1991-10-27,3,Kigali City,Kicukiro,2024-03-08,2024-04-07,2024-04-09,144.43,146.54,138.05,Inventory Loan,9,40.56,30.95,4.61,0.18,0.0,4.81,0.0,120.64,107.1,13.92,3.89,0.0,0.0,0.0,0.0,15.34,2.06,0.43,17.83,23.09,17.8,6.18,1.3,0.0,0.0,0,0,2024-06-04,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-SS-2021-691747,Rent/Utilities,refugee,SS-SS-2025-S3-U01803,1995-02-08,1,Western Equatoria,Torit,2021-05-11,2021-05-30,2021-06-01,327.75,297.74,281.44,Working Capital,18,171.8,121.73,33.2,1.29,0.0,15.58,0.0,201.95,159.71,46.4,9.92,0.0,0.0,0.0,0.0,15.64,4.42,0.55,20.61,25.54,19.26,4.39,1.65,0.0,0.24,0,0,2021-08-04,active,Retail & Trade,Pharmacy,South Sudan,SS
LN-KE-2019-973828,Expansion,host,KE-KE-2023-S1-U03933,1983-05-18,3,Nairobi,Kisumu,2019-08-08,2019-08-12,2019-08-25,552.26,553.55,547.36,Asset Finance,9,670.03,476.3,85.81,3.77,0.0,104.14,0.0,10.49,71.06,20.92,22.6,0.0,0.0,0.0,0.0,60.82,11.86,2.51,75.19,64.33,35.47,21.91,4.51,0.0,2.44,0,0,2020-03-15,closed,Retail & Trade,Grocery,Kenya,KE
LN-ET-2024-750595,Working capital,refugee,ET-ET-2020-S2-U00539,1978-03-10,4,Oromia,Bahir Dar,2024-11-11,2024-11-23,2024-11-23,543.73,453.23,446.54,Inventory Loan,12,218.59,169.12,43.39,1.22,0.0,4.85,0.0,356.59,277.42,64.4,17.64,0.0,0.0,0.0,0.0,37.21,8.98,1.47,47.66,32.63,19.08,5.88,2.97,0.0,4.7,0,0,2025-03-23,active,ICT,Software Services,Ethiopia,ET
LN-ET-2022-711674,Emergency,host,ET-ET-2022-S3-U00275,1986-08-25,2,Oromia,Bahir Dar,2022-02-26,2022-03-17,2022-03-29,204.05,154.49,140.18,Working Capital,6,95.11,76.64,14.33,1.11,3.91,0.0,0.0,77.43,63.54,10.06,2.04,11.61,6.35,1.01,0.2,23.36,4.07,0.99,28.42,22.01,12.58,6.51,0.09,0.93,1.91,10,2,2022-05-19,active,Hospitality and Tourism,Restaurant,Ethiopia,ET
LN-RW-2024-873815,Emergency,refugee,RW-RW-2023-S1-U04119,1993-04-19,3,Northern,Kicukiro,2024-06-10,2024-07-01,2024-07-04,494.93,411.83,372.7,Seasonal Loan,18,302.79,212.54,67.42,1.03,0.0,21.8,0.0,190.82,160.16,36.49,15.32,0.0,0.0,0.0,0.0,20.71,5.77,0.85,27.33,30.6,23.12,10.64,1.14,0.0,0.0,0,0,2024-09-22,active,Professional Services,Repairs,Rwanda,RW
LN-RW-2022-455851,Working capital,refugee,RW-RW-2021-S2-U00118,1988-08-13,3,Kigali City,Huye,2022-10-29,2022-11-09,2022-11-18,491.01,507.54,473.6,Seasonal Loan,18,386.98,283.13,53.47,4.28,0.0,46.1,0.0,187.62,190.46,28.36,12.82,0.0,0.0,0.0,0.0,26.31,4.55,0.71,31.57,30.11,17.67,3.38,1.32,0.0,7.74,0,0,2023-05-29,active,Manufacturing,Furniture,Rwanda,RW
LN-ET-2026-424489,Expansion,refugee,ET-ET-2019-S2-U01097,1985-04-23,2,Addis Ababa,Bole,2026-04-26,2026-05-14,2026-05-23,359.51,354.11,322.14,Emergency Loan,6,199.64,132.66,33.14,2.89,0.0,30.94,0.0,225.51,189.47,54.12,9.59,0.0,0.0,0.0,0.0,53.69,14.54,1.6,69.83,88.78,52.01,15.5,4.8,0.0,16.48,0,0,2026-06-10,active,Retail & Trade,Grocery,Ethiopia,ET
LN-KE-2022-328435,Equipment,refugee,KE-KE-2020-S2-U03645,1984-11-06,2,Rift Valley,Nakuru,2022-01-09,2022-02-08,2022-02-18,100.0,100.0,98.8,Emergency Loan,6,129.7,91.18,24.41,1.24,0.0,12.87,0.0,0.0,7.62,0.0,2.84,0.0,0.0,0.0,0.0,16.47,4.07,0.47,21.01,27.98,21.32,7.91,1.01,0.0,0.0,0,0,2022-03-20,closed,Hospitality and Tourism,Restaurant,Kenya,KE
LN-KE-2022-739127,Emergency,refugee,KE-KE-2024-S1-U04041,1978-07-26,1,Nairobi,Mombasa,2022-11-11,2022-11-17,2022-11-30,438.86,370.74,348.02,Seasonal Loan,24,449.81,348.02,91.0,6.59,1.2,2.98,0.0,6.31,0.0,3.66,5.54,0.95,0.0,0.37,0.55,14.5,3.94,0.28,18.73,17.56,10.72,4.51,0.48,0.15,1.7,14,1,2023-04-15,closed,Transport,Delivery,Kenya,KE
LN-ET-2023-692033,Expansion,host,ET-ET-2019-S3-U01243,2001-07-12,2,SNNPR,Hawassa,2023-03-20,2023-04-17,2023-04-22,469.2,398.15,395.09,Inventory Loan,12,146.67,114.85,18.0,1.78,11.45,0.59,0.0,338.78,280.25,48.41,6.6,50.82,28.02,4.84,0.66,32.92,5.53,1.5,39.96,44.21,29.19,7.32,2.18,1.56,3.96,1,2,2023-06-15,active,Agriculture,Grains,Ethiopia,ET
LN-ET-2022-315672,Rent/Utilities,refugee,ET-ET-2021-S1-U00907,2002-10-13,1,Amhara,Bahir Dar,2022-07-23,2022-07-30,2022-08-13,127.79,112.49,101.62,Asset Finance,18,32.8,29.12,2.66,0.32,0.0,0.7,0.0,83.23,72.5,7.72,2.89,0.0,0.0,0.0,0.0,10.0,1.0,0.16,11.16,12.69,7.5,2.83,0.48,0.0,1.87,0,0,2022-10-03,active,Retail & Trade,Clothing,Ethiopia,ET
LN-KE-2019-415186,Rent/Utilities,refugee,KE-KE-2019-S2-U02357,1985-07-26,2,Nairobi,Nairobi,2019-04-14,2019-04-22,2019-04-28,569.77,553.9,529.01,Inventory Loan,3,685.7,529.01,101.75,10.39,0.0,44.55,0.0,0.0,0.0,27.57,11.64,0.0,0.0,0.0,0.0,176.34,43.11,3.88,223.32,170.85,95.73,34.95,11.64,0.0,28.52,0,0,2019-06-27,closed,ICT,Mobile Money,Kenya,KE
LN-SS-2023-648556,Emergency,host,SS-SS-2025-S1-U04475,1978-04-22,2,Central Equatoria,Juba,2023-04-21,2023-04-25,2023-04-25,339.29,352.85,324.49,Asset Finance,24,122.15,92.12,20.34,1.17,0.0,8.51,0.0,283.55,232.36,50.85,6.12,0.0,0.0,0.0,0.0,13.52,2.97,0.25,16.74,10.14,6.95,2.69,0.76,0.0,0.0,0,0,2023-08-11,active,Hospitality and Tourism,Catering,South Sudan,SS
LN-ET-2021-740836,Stock purchase,refugee,ET-ET-2019-S2-U00130,1983-09-06,4,SNNPR,Mekelle,2021-12-14,2021-12-29,2021-12-30,172.84,139.93,136.36,Seasonal Loan,18,97.29,65.7,20.68,1.31,0.0,9.6,0.0,84.58,70.66,19.61,2.79,0.0,0.0,0.0,0.0,10.0,2.24,0.15,12.39,14.38,10.67,1.47,0.33,0.0,1.91,0,0,2022-08-03,active,Retail & Trade,Grocery,Ethiopia,ET
LN-ET-2021-320396,Rent/Utilities,host,ET-ET-2023-S2-U04113,1980-06-06,1,Tigray,Mekelle,2021-10-05,2021-10-18,2021-10-30,100.0,100.0,96.03,Seasonal Loan,18,54.08,43.49,4.79,0.18,0.0,5.62,0.0,57.56,52.54,8.12,2.32,0.0,0.0,0.0,0.0,10.0,1.0,0.13,11.13,8.75,6.15,1.49,0.39,0.0,0.72,0,0,2022-03-29,active,Professional Services,Tailoring,Ethiopia,ET
LN-RW-2023-179662,Expansion,refugee,RW-RW-2023-S2-U00215,1982-11-25,2,Southern,Rubavu,2023-09-12,2023-09-18,2023-09-28,239.81,222.05,202.13,Inventory Loan,18,32.05,23.28,6.52,0.18,2.67,0.0,0.0,235.9,178.86,54.1,1.0,35.39,17.89,5.41,0.1,11.23,3.37,0.2,14.8,13.42,9.81,3.77,0.28,0.34,0.0,57,4,2023-12-27,defaulted,Agriculture,Poultry,Rwanda,RW
LN-ET-2020-872829,Stock purchase,host,ET-ET-2026-S1-U03863,2002-12-23,1,Addis Ababa,Hawassa,2020-02-03,2020-02-28,2020-02-28,726.35,567.04,548.61,Inventory Loan,6,653.64,517.61,62.08,9.45,0.0,64.51,0.0,0.0,31.01,10.62,22.78,0.0,0.0,0.0,0.0,91.44,12.12,3.8,107.35,83.53,53.85,24.37,0.31,0.0,5.0,0,0,2020-04-04,closed,Professional Services,Repairs,Ethiopia,ET
LN-RW-2024-151953,Stock purchase,host,RW-RW-2022-S2-U02202,1992-09-23,3,Western,Rwamagana,2024-09-28,2024-10-19,2024-10-26,214.08,212.82,197.98,Inventory Loan,9,80.26,52.83,18.14,0.49,0.0,8.8,0.0,181.37,145.15,37.94,5.96,0.0,0.0,0.0,0.0,22.0,6.23,0.66,28.89,9.83,6.45,1.3,0.82,0.0,1.27,0,0,2025-01-22,active,Professional Services,Repairs,Rwanda,RW
LN-RW-2022-647478,Stock purchase,host,RW-RW-2025-S3-U03354,1979-07-23,2,Kigali City,Huye,2022-02-08,2022-02-12,2022-02-24,262.85,273.0,264.92,Inventory Loan,24,179.33,136.72,35.97,0.68,0.0,5.97,0.0,153.28,128.2,24.78,5.69,0.0,0.0,0.0,0.0,11.04,2.53,0.24,13.81,20.52,14.26,4.57,0.27,0.0,1.41,0,0,2022-05-19,active,Professional Services,Tailoring,Rwanda,RW
LN-RW-2022-339315,Equipment,refugee,RW-RW-2025-S2-U02293,1996-02-21,2,Kigali City,Huye,2022-09-27,2022-10-27,2022-11-10,295.62,259.06,245.98,Emergency Loan,6,221.63,153.35,37.27,2.94,0.76,27.31,0.0,95.26,92.63,24.08,4.6,14.29,9.26,2.41,0.46,41.0,10.22,0.89,52.11,56.69,43.97,12.3,0.7,2.33,0.0,4,2,2023-01-18,active,Transport,Logistics,Rwanda,RW
LN-RW-2026-913750,Working capital,host,RW-RW-2022-S1-U04923,1984-03-10,3,Western,Huye,2026-01-18,2026-01-31,2026-02-06,351.34,332.53,324.01,Seasonal Loan,9,248.57,187.08,22.14,3.27,0.0,36.09,0.0,134.01,136.94,23.05,8.36,0.0,0.0,0.0,0.0,36.0,5.02,0.93,41.95,24.14,16.9,2.81,2.32,0.0,2.11,0,0,2026-06-11,active,Retail & Trade,Grocery,Rwanda,RW
LN-ET-2020-532369,Rent/Utilities,host,ET-ET-2020-S3-U02883,1990-01-18,3,Addis Ababa,Mekelle,2020-09-30,2020-10-10,2020-10-16,947.21,797.57,758.91,Inventory Loan,9,1011.7,739.12,171.06,3.33,0.0,98.18,0.0,0.0,19.79,51.33,17.65,0.0,0.0,0.0,0.0,84.32,24.71,1.96,110.99,154.95,88.86,18.65,3.88,0.0,43.57,0,0,2021-03-25,closed,Retail & Trade,Grocery,Ethiopia,ET
LN-KE-2021-797952,Equipment,refugee,KE-KE-2019-S2-U00253,1977-05-14,4,Western,Kajiado,2021-07-02,2021-07-27,2021-07-31,251.4,211.92,201.97,Emergency Loan,6,153.07,126.56,12.67,0.47,0.0,13.38,0.0,71.78,75.41,5.69,3.84,0.0,0.0,0.0,0.0,33.66,3.06,0.64,37.36,54.26,44.71,7.59,1.92,0.0,0.03,0,0,2021-09-11,active,Agriculture,Dairy,Kenya,KE
LN-KE-2019-495466,Expansion,host,KE-KE-2026-S3-U04205,2002-11-06,1,Nairobi,Nakuru,2019-10-27,2019-11-04,2019-11-08,383.07,300.8,274.63,Seasonal Loan,24,147.61,113.21,18.67,1.45,6.22,8.06,0.83,183.38,161.42,25.4,1.99,27.51,16.14,2.54,0.2,11.44,1.87,0.34,13.66,5.74,4.53,1.72,0.22,0.11,0.0,1,5,2019-12-20,restructured,Manufacturing,Crafts,Kenya,KE
LN-KE-2023-665618,Equipment,refugee,KE-KE-2025-S2-U01444,1991-02-12,2,Central,Kajiado,2023-11-04,2023-11-08,2023-11-12,229.18,183.49,179.39,Asset Finance,24,68.14,45.33,10.99,0.8,0.0,11.01,0.0,172.31,134.06,39.15,8.09,0.0,0.0,0.0,0.0,10.0,2.09,0.34,12.43,12.35,8.04,2.47,0.88,0.0,0.96,0,0,2024-03-24,active,Professional Services,Repairs,Kenya,KE
LN-RW-2020-797364,Rent/Utilities,host,RW-RW-2025-S3-U01931,1986-03-05,2,Eastern,Nyarugenge,2020-10-15,2020-10-24,2020-11-02,511.84,425.14,389.23,Emergency Loan,24,211.83,145.95,30.32,0.01,3.79,31.77,0.0,272.78,243.29,57.03,4.23,40.92,24.33,5.7,0.42,16.22,3.64,0.33,20.19,18.8,14.73,4.75,1.0,0.5,0.0,18,1,2020-12-06,active,Hospitality and Tourism,Catering,Rwanda,RW
LN-KE-2025-555689,Stock purchase,host,KE-KE-2021-S1-U00047,1976-10-11,1,Western,Nairobi,2025-06-06,2025-06-26,2025-07-06,1564.95,1347.91,1269.88,Working Capital,18,456.18,342.92,66.54,4.12,0.0,42.6,0.0,1127.46,926.95,181.15,51.78,0.0,0.0,0.0,0.0,70.55,13.76,2.88,87.19,86.1,57.04,9.66,3.91,0.0,15.48,0,0,2025-11-16,active,Agriculture,Poultry,Kenya,KE
LN-RW-2021-214030,Emergency,refugee,RW-RW-2020-S1-U00012,1987-04-20,3,Southern,Gasabo,2021-04-20,2021-04-26,2021-04-27,797.99,765.56,755.45,Emergency Loan,3,392.85,277.07,61.04,2.58,0.0,52.17,0.0,538.87,478.38,72.56,36.55,0.0,0.0,0.0,0.0,251.82,44.53,12.18,308.53,227.58,171.84,37.28,20.46,0.0,0.0,0,0,2021-05-31,active,Professional Services,Consulting,Rwanda,RW
LN-RW-2026-388041,Emergency,host,RW-RW-2020-S1-U02909,1968-07-31,4,Kigali City,Kicukiro,2026-08-30,2026-09-26,2026-09-30,332.2,285.81,263.16,Working Capital,6,177.22,122.87,28.06,1.66,0.0,24.63,0.0,152.2,140.29,25.44,9.67,0.0,0.0,0.0,0.0,43.86,8.92,1.61,54.39,71.67,49.67,13.34,4.84,0.0,3.83,0,0,2026-12-23,active,Professional Services,Consulting,Rwanda,RW
LN-KE-2023-222859,Equipment,refugee,KE-KE-2025-S2-U00712,2003-07-11,1,Western,Nairobi,2023-04-08,2023-05-01,2023-05-10,350.37,338.69,311.59,Emergency Loan,24,165.64,132.8,19.36,2.24,0.0,11.23,0.0,215.38,178.8,30.11,14.8,0.0,0.0,0.0,0.0,12.98,2.06,0.62,15.66,10.35,7.52,1.21,0.58,0.0,1.05,0,0,2023-06-04,active,Professional Services,Tailoring,Kenya,KE
LN-ET-2020-937796,Stock purchase,host,ET-ET-2023-S3-U00299,1986-07-13,3,Tigray,Bole,2020-02-03,2020-02-04,2020-02-05,406.65,331.47,319.69,Working Capital,9,368.58,319.69,37.32,1.77,0.0,9.79,0.0,0.0,0.0,0.0,9.58,0.0,0.0,0.0,0.0,35.52,4.15,1.06,40.73,53.19,39.19,12.44,1.13,0.0,0.44,0,0,2020-05-05,closed,Retail & Trade,Grocery,Ethiopia,ET
LN-SS-2026-361010,Rent/Utilities,host,SS-SS-2019-S2-U02405,1988-03-21,1,Eastern Equatoria,Torit,2026-07-17,2026-08-01,2026-08-14,204.47,205.75,190.49,Inventory Loan,3,86.71,67.33,11.91,1.14,0.0,6.33,0.0,148.09,123.16,23.46,5.86,0.0,0.0,0.0,0.0,63.5,11.79,1.95,77.24,107.83,84.98,30.47,5.86,0.0,0.0,0,0,2026-09-02,active,Transport,Moto,South Sudan,SS
LN-KE-2026-189835,Stock purchase,host,KE-KE-2025-S1-U02073,2002-03-26,1,Nairobi,Nairobi,2026-08-30,2026-09-14,2026-09-16,105.16,100.0,96.71,Emergency Loan,9,74.59,50.22,16.22,0.13,0.0,8.02,0.0,54.97,46.49,11.86,4.55,0.0,0.0,0.0,0.0,10.75,3.12,0.51,14.37,21.06,13.57,2.92,1.31,0.0,3.25,0,0,2027-01-02,active,Manufacturing,Crafts,Kenya,KE
