unique_id,survey_id,survey_date,age,gender,strata,client_location,nationality,education_level,business_sector,business_sub_sector,only_income_earner,number_of_people_reponsible,business_location,is_business_registered,has_access_to_finance_in_past_6months,have_bank_account,monthly_customer,kept_sales_record,bz_have_new_practices,practice_type,bz_have_new_product,new_product_type,job_created,revenue,hh_expense,nps_detractor,nps_passive,nps_promoter,satisfied_yes,satisfied_no,survey_name,has_started_business,why_not_started_business,bz_source_capital,did_you_buy_assets_in_the_past_6months,business_challenges,did_you_attended_all_training,does_training_increased_bz_skills,plan_after_program,risk_tier_1m,risk_tier_2m,risk_tier_3m,risk_score_1m,risk_score_2m,risk_score_3m,jobs_created_1m,jobs_created_2m,jobs_created_3m,jobs_lost_1m,jobs_lost_2m,jobs_lost_3m,revenue_1m,revenue_2m,revenue_3m,countrySpecific,country_code
U00658,RW-2024-S2,2024-12-15,33,Female,refugee,Nyarugenge,Rwandan,Primary,Retail & Trade,Pharmacy,No,7,Kicukiro,No,No,No,26.0,Yes,No,,No,,1,281.61,162.64,0,0,1,1,0,Endline Survey,True,,,,,,,,HIGH,MEDIUM,MEDIUM,0.701369,0.662347,0.649114,0,0,0,0,0,0,284.53,251.09,273.38,Rwanda,RW
U01689,ET-2018-S1,2018-02-04,38,Male,host,Addis Ababa,Ethiopian,Secondary,Transport,Taxi,Yes,4,Bole,Yes,Yes,No,13.0,No,No,,No,,1,853.76,296.91,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.463126,0.393977,0.371437,0,0,0,0,0,0,827.04,869.86,879.0,Ethiopia,ET
U04061,ET-2024-S3,2024-01-25,18,Female,refugee,Jijiga,Eritrean,TVET,Transport,Taxi,Yes,6,Mekelle,Yes,Yes,No,38.0,No,No,,No,,0,1269.15,422.3,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.648483,0.64929,0.642003,0,0,0,0,0,1,1166.52,1222.47,1188.4,Ethiopia,ET
U04956,RW-2024-S3,2024-11-04,18,Male,host,Kigeme Camp,Burundian,Diploma,Manufacturing,Furniture,Yes,5,Nyarugenge,No,No,Yes,20.0,No,Yes,Marketing,No,,1,509.96,335.64,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.450973,0.404949,0.411303,0,0,0,0,1,1,524.65,521.7,525.14,Rwanda,RW
U01665,ET-2025-S2,2025-07-09,30,Male,host,Bahir Dar,Ethiopian,Bachelor,Hospitality and Tourism,Lodging,No,4,,,,,,,,,,,0,947.26,,0,0,1,1,0,Endline Survey,True,,Community group,False,Security constraints,True,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.375253,0.425381,0.423591,0,0,0,0,0,0,1009.4,1025.24,1011.07,Ethiopia,ET
U01508,RW-2026-S2,2026-10-05,32,Female,refugee,Gasabo,Burundian,Secondary,Retail & Trade,Phone Accessories,Yes,3,Gasabo,No,No,Yes,13.0,Yes,No,,No,,1,374.04,199.67,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.568422,0.620864,0.673073,0,2,3,0,0,0,347.06,391.7,382.6,Rwanda,RW
U00877,RW-2024-S1,2024-02-19,31,Female,host,Nyarugenge,Congolese,TVET,Hospitality and Tourism,Restaurant,No,2,Musanze,Yes,Yes,No,13.0,No,Yes,Record keeping,Yes,Coffee Shop,0,884.08,382.55,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.357196,0.401013,0.461099,0,0,0,0,0,1,856.75,886.3,837.74,Rwanda,RW
U01732,KE-2018-S1,2018-12-21,32,Female,host,Nairobi,South Sudanese,None,Personal Services,Laundry,No,3,,,,,,,,,,,1,438.36,,0,1,0,1,0,Baseline Survey,False,Health issues,Savings,True,Limited mobility,True,False,Continue training,MEDIUM,MEDIUM,MEDIUM,0.382024,0.38864,0.396859,0,0,0,0,0,1,458.02,464.46,460.18,Kenya,KE
U00801,ET-2023-S1,2023-08-12,35,Male,host,Jijiga,Somali,TVET,Professional Services,Tailoring,Yes,5,,,,,,,,,,,2,523.48,,0,1,0,1,0,Endline Survey,False,Health issues,Grant,True,Limited mobility,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.459616,0.533872,0.573734,0,0,0,0,0,0,496.43,497.92,522.2,Ethiopia,ET
U00873,KE-2023-S2,2023-02-16,25,Male,host,Dadaab Camp,Kenyan,Secondary,Retail & Trade,Clothing,No,3,Kisumu,Yes,No,Yes,17.0,No,No,,No,,0,214.54,107.19,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.667431,0.657937,0.623198,0,0,0,0,0,0,207.28,218.55,226.01,Kenya,KE
U04040,RW-2022-S2,2022-03-16,18,Male,host,Mahama Camp,Rwandan,Secondary,Professional Services,Tailoring,No,8,,,,,,,,,,,0,630.08,,0,1,0,1,0,Baseline Survey,True,,Grant,False,Limited mobility,True,False,Continue training,MEDIUM,MEDIUM,MEDIUM,0.458142,0.405838,0.378248,1,1,1,0,0,0,695.66,624.5,660.6,Rwanda,RW
U02615,ET-2020-S2,2020-05-29,34,Female,refugee,Bahir Dar,Eritrean,Bachelor,Professional Services,Consulting,No,4,,,,,,,,,,,0,821.11,,1,0,0,1,0,Follow-up Survey,True,,Community group,True,Security constraints,False,False,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.471168,0.502123,0.537058,0,0,0,0,0,0,852.79,839.58,780.12,Ethiopia,ET
U02070,RW-2022-S1,2022-12-04,32,Male,host,Mahama Camp,Burundian,Secondary,Agriculture,Grains,No,2,Huye,Yes,No,Yes,26.0,No,No,,No,,1,453.13,300.96,0,0,1,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.451911,0.44398,0.42602,0,0,0,0,1,1,417.05,481.13,455.79,Rwanda,RW
U00868,SS-2023-S2,2023-01-06,41,Male,host,Gorom Camp,Sudanese,Diploma,Professional Services,Hair Salon,No,4,Juba,Yes,Yes,Yes,79.0,Yes,No,,Yes,Tailoring,1,262.17,147.0,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.417228,0.413635,0.399698,0,0,0,0,0,0,269.39,256.16,238.31,South Sudan,SS
U02811,KE-2019-S1,2019-11-28,20,Male,refugee,Kakuma Camp,South Sudanese,Bachelor,Retail & Trade,Clothing,No,4,Kajiado,No,Yes,No,60.0,No,Yes,Supplier diversification,No,,0,258.35,176.02,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.671827,0.684887,0.670344,1,1,1,0,0,0,266.22,231.59,228.65,Kenya,KE
U00934,RW-2021-S2,2021-05-15,23,Female,host,Nyarugenge,Burundian,Bachelor,Professional Services,Tailoring,Yes,3,Rwamagana,No,No,No,24.0,Yes,No,,Yes,Tailoring,1,273.41,111.66,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.579622,0.62415,0.665964,0,0,0,0,0,1,274.51,266.5,282.42,Rwanda,RW
U01420,ET-2026-S3,2026-10-12,36,Male,host,Shire Camp,Somali,Primary,Retail & Trade,Pharmacy,Yes,2,Bahir Dar,No,No,Yes,25.0,No,No,,No,,0,593.96,184.98,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.451824,0.454212,0.440864,0,0,0,0,0,0,558.17,554.38,588.69,Ethiopia,ET
U00936,ET-2019-S3,2019-05-18,20,Female,refugee,Addis Ababa,Somali,Secondary,Professional Services,Tailoring,No,6,Hawassa,No,No,Yes,27.0,Yes,Yes,Record keeping,No,,1,252.9,146.99,0,1,0,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,HIGH,HIGH,0.68922,0.70596,0.708139,0,0,0,0,0,0,256.33,235.78,232.86,Ethiopia,ET
U02874,KE-2018-S3,2018-09-30,39,Male,host,Dadaab Camp,Somali,Secondary,Agriculture,Grains,No,4,,,,,,,,,,,2,553.67,,0,1,0,0,1,Endline Survey,False,Family responsibilities,Family support,False,Competition,True,True,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.381961,0.411162,0.426152,0,0,0,0,0,1,569.55,550.35,572.71,Kenya,KE
U04224,RW-2019-S2,2019-05-23,28,Female,refugee,Mahama Camp,Congolese,Secondary,Agriculture,Dairy,No,3,,,,,,,,,,,0,282.37,,1,0,0,1,0,Follow-up Survey,False,Lack of capital,Community group,False,Security constraints,False,False,Continue training,MEDIUM,MEDIUM,MEDIUM,0.495575,0.500096,0.500355,0,0,0,1,1,1,293.65,300.85,304.87,Rwanda,RW
U00816,KE-2018-S1,2018-11-17,21,Female,host,Kakuma Camp,Somali,Primary,Professional Services,Hair Salon,No,3,,,,,,,,,,,0,548.79,,1,0,0,0,1,Endline Survey,True,,Loan,True,High input costs,True,True,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.385094,0.453832,0.484301,0,0,0,0,0,0,583.55,566.04,546.5,Kenya,KE
U01088,RW-2025-S1,2025-10-31,31,Male,refugee,Nyabiheke Camp,Congolese,None,Construction,Masonry,No,3,,,,,,,,,,,2,912.56,,0,0,1,1,0,Endline Survey,True,,Savings,True,High input costs,False,False,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.397561,0.402487,0.414975,0,0,0,1,1,1,957.54,987.32,916.61,Rwanda,RW
U02877,ET-2020-S2,2020-04-19,53,Female,host,Shire Camp,Ethiopian,Secondary,Retail & Trade,Clothing,No,3,Bahir Dar,Yes,No,Yes,21.0,Yes,No,,Yes,Phone Accessories,0,206.02,106.16,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.525651,0.539313,0.56089,0,0,0,0,0,0,192.21,195.13,199.28,Ethiopia,ET
U04093,ET-2019-S1,2019-11-23,25,Female,host,Mekelle,Eritrean,Postgraduate,Retail & Trade,Clothing,No,3,,,,,,,,,,,0,433.25,,1,0,0,1,0,Baseline Survey,True,,Savings,True,Competition,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.423879,0.431512,0.409939,0,0,0,0,0,0,432.79,458.54,419.78,Ethiopia,ET
U04189,RW-2022-S1,2022-04-15,18,Female,host,Kigeme Camp,Burundian,Secondary,Transport,Delivery,No,7,Rwamagana,No,Yes,No,17.0,Yes,No,,No,,0,359.17,139.93,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.586823,0.613724,0.633711,0,0,0,0,0,0,331.47,317.68,336.94,Rwanda,RW
U03047,ET-2022-S1,2022-03-06,27,Female,refugee,Addis Ababa,Ethiopian,Diploma,Professional Services,Hair Salon,No,4,Mekelle,No,No,Yes,21.0,Yes,No,,Yes,Tailoring,0,418.92,154.3,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.562995,0.505274,0.472077,0,0,0,0,1,1,376.08,421.14,357.41,Ethiopia,ET
U01467,ET-2024-S1,2024-01-19,39,Female,refugee,Shire Camp,Ethiopian,Diploma,Professional Services,Repairs,No,2,Bole,No,No,Yes,28.0,Yes,Yes,Supplier diversification,No,,1,721.88,268.59,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.446605,0.432267,0.425996,0,0,1,0,0,0,689.72,750.09,756.34,Ethiopia,ET
U01988,ET-2022-S3,2022-08-26,44,Male,refugee,Bahir Dar,Somali,Postgraduate,Personal Services,Beauty,Yes,3,,,,,,,,,,,2,491.23,,0,0,1,1,0,Baseline Survey,False,Lack of capital,Loan,True,Security constraints,False,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.551278,0.531872,0.505752,0,0,0,0,0,0,493.29,461.63,539.08,Ethiopia,ET
U03384,RW-2021-S3,2021-12-25,18,Female,host,Kigeme Camp,Rwandan,Diploma,Agriculture,Grains,No,5,Gasabo,Yes,Yes,No,22.0,Yes,Yes,Marketing,No,,1,392.43,202.63,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.404018,0.43288,0.455095,0,0,0,0,0,0,423.92,394.0,407.22,Rwanda,RW
U04391,ET-2024-S1,2024-07-02,39,Female,host,Mekelle,Ethiopian,Secondary,Retail & Trade,Grocery,No,6,,,,,,,,,,,2,414.81,,0,1,0,1,0,Endline Survey,True,,Family support,False,Security constraints,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.4258,0.395918,0.351899,0,0,0,0,0,0,429.42,401.47,392.32,Ethiopia,ET
U00098,ET-2020-S1,2020-02-01,39,Female,refugee,Shire Camp,Eritrean,Primary,Manufacturing,Furniture,Yes,4,,,,,,,,,,,0,594.85,,0,1,0,1,0,Baseline Survey,True,,Grant,False,Low demand,False,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.606196,0.553131,0.523234,1,1,1,0,0,0,657.71,630.17,682.33,Ethiopia,ET
U02900,RW-2024-S1,2024-04-19,37,Female,host,Kicukiro,Rwandan,Secondary,Manufacturing,Crafts,No,4,Musanze,Yes,Yes,Yes,35.0,Yes,No,,No,,1,340.48,161.56,0,1,0,1,0,Baseline Survey,True,,,,,,,,LOW,LOW,LOW,0.273237,0.219829,0.177358,0,0,1,0,0,0,382.15,417.39,488.85,Rwanda,RW
U02613,RW-2020-S1,2020-11-01,46,Male,refugee,Gasabo,Congolese,Diploma,Agriculture,Poultry,No,3,,,,,,,,,,,1,138.95,,0,0,1,0,1,Follow-up Survey,True,,Community group,False,Low demand,False,False,Expand idea,MEDIUM,HIGH,HIGH,0.654087,0.735834,0.766043,0,0,0,0,0,0,154.32,161.37,147.0,Rwanda,RW
U00232,ET-2023-S3,2023-12-27,42,Female,refugee,Jijiga,Ethiopian,Secondary,Personal Services,Laundry,No,4,,,,,,,,,,,0,501.14,,0,0,1,1,0,Baseline Survey,True,,Family support,False,Low demand,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.581854,0.544541,0.52346,0,0,0,0,0,0,522.14,503.87,452.28,Ethiopia,ET
U04312,RW-2020-S1,2020-07-05,31,Female,host,Mahama Camp,Burundian,Bachelor,Retail & Trade,Pharmacy,Yes,7,Rwamagana,No,No,No,33.0,Yes,No,,No,,0,855.17,274.41,0,1,0,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.647775,0.626975,0.61378,0,0,0,0,0,0,822.49,802.11,773.82,Rwanda,RW
U04935,KE-2018-S1,2018-06-12,39,Female,refugee,Kisumu,Kenyan,Primary,Personal Services,Cleaning,No,4,Nakuru,Yes,Yes,No,22.0,No,No,,No,,1,638.5,228.01,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.563277,0.620544,0.643048,0,0,0,0,0,0,656.03,583.39,617.72,Kenya,KE
U03103,SS-2024-S2,2024-06-28,40,Female,host,Gorom Camp,South Sudanese,Secondary,Professional Services,Consulting,Yes,3,,,,,,,,,,,1,632.57,,0,0,1,1,0,Baseline Survey,True,,Family support,False,Competition,False,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.495392,0.526998,0.566201,0,0,0,0,1,1,707.59,723.47,728.5,South Sudan,SS
U03557,SS-2020-S3,2020-03-21,28,Male,host,Torit,Congolese,Postgraduate,Agriculture,Dairy,No,3,,,,,,,,,,,1,346.85,,0,0,1,1,0,Baseline Survey,True,,Community group,False,Security constraints,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.404769,0.417593,0.437449,0,0,1,1,1,1,355.03,341.88,357.45,South Sudan,SS
U02527,SS-2025-S1,2025-07-23,21,Male,refugee,Torit,South Sudanese,Secondary,Professional Services,Consulting,Yes,5,Torit,Yes,Yes,Yes,20.0,Yes,No,,No,,0,244.8,66.11,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.491599,0.475754,0.480165,0,0,0,0,0,0,232.59,250.91,262.0,South Sudan,SS
U02449,ET-2021-S2,2021-02-10,29,Male,refugee,Jijiga,Somali,None,Construction,Masonry,No,2,,,,,,,,,,,0,222.89,,0,1,0,1,0,Baseline Survey,False,Market uncertainty,Family support,True,Low demand,False,False,Continue training,LOW,LOW,LOW,0.238485,0.220805,0.202605,1,1,1,0,0,0,234.54,232.26,256.53,Ethiopia,ET
U04523,RW-2026-S2,2026-06-16,31,Female,host,Gasabo,Burundian,Bachelor,Manufacturing,Furniture,No,2,Kicukiro,No,No,Yes,17.0,Yes,Yes,Record keeping,No,,0,1116.82,487.49,1,0,0,0,1,Endline Survey,True,,,,,,,,LOW,LOW,LOW,0.293128,0.296902,0.309687,0,0,0,0,0,0,1090.45,1193.88,1226.86,Rwanda,RW
U01947,RW-2023-S3,2023-01-26,35,Female,refugee,Gasabo,Congolese,Bachelor,Construction,Masonry,Yes,2,Huye,No,Yes,No,23.0,Yes,No,,No,,1,394.97,186.12,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,LOW,LOW,0.384464,0.343711,0.348727,0,0,0,0,0,0,402.95,396.84,395.8,Rwanda,RW
U02549,ET-2020-S1,2020-12-29,36,Female,host,Jijiga,Ethiopian,Bachelor,Retail & Trade,Phone Accessories,Yes,6,,,,,,,,,,,2,927.38,,0,0,1,1,0,Baseline Survey,False,Market uncertainty,Loan,False,Security constraints,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.41806,0.408574,0.409179,0,0,0,0,0,0,905.2,964.98,880.41,Ethiopia,ET
U00741,RW-2022-S3,2022-05-26,45,Male,host,Kicukiro,Rwandan,Bachelor,Manufacturing,Furniture,Yes,6,,,,,,,,,,,0,473.02,,0,0,1,1,0,Follow-up Survey,True,,Family support,False,Limited mobility,False,False,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.5724,0.573477,0.566092,0,0,0,0,1,1,521.3,508.44,503.28,Rwanda,RW
U01788,KE-2025-S2,2025-08-27,34,Male,host,Kisumu,Kenyan,TVET,Retail & Trade,Clothing,No,5,,,,,,,,,,,0,901.82,,1,0,0,0,1,Endline Survey,True,,Savings,False,High input costs,False,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.48355,0.473185,0.463391,0,0,0,0,0,0,944.98,848.28,815.09,Kenya,KE
U02619,KE-2024-S3,2024-12-14,24,Male,host,Dadaab Camp,Somali,Secondary,Personal Services,Beauty,No,5,Mombasa,No,No,Yes,48.0,No,No,,No,,2,371.56,190.37,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.472033,0.523507,0.545289,0,0,0,0,0,0,362.49,367.13,379.12,Kenya,KE
U02750,KE-2026-S1,2026-12-02,20,Male,host,Dadaab Camp,Somali,Diploma,Construction,Hardware,Yes,4,Nairobi,Yes,No,No,27.0,No,Yes,Pricing,No,,3,579.63,221.6,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.601224,0.540876,0.486559,0,0,0,0,0,0,644.19,599.19,682.03,Kenya,KE
U03995,RW-2020-S1,2020-06-19,40,Female,host,Gasabo,Congolese,TVET,Hospitality and Tourism,Catering,Yes,3,,,,,,,,,,,1,425.4,,0,0,1,1,0,Baseline Survey,True,,Grant,False,Security constraints,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.429005,0.435807,0.456008,0,0,0,0,1,1,385.06,397.99,422.93,Rwanda,RW
U02039,RW-2018-S3,2018-04-26,36,Female,host,Mahama Camp,Burundian,Primary,Agriculture,Vegetables,No,2,Nyarugenge,Yes,No,Yes,24.0,Yes,No,,Yes,Grains,0,960.63,369.07,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.357195,0.390381,0.41286,0,0,0,0,0,0,933.1,919.79,1014.93,Rwanda,RW
U02096,RW-2018-S2,2018-10-01,41,Female,refugee,Gasabo,Burundian,None,Personal Services,Laundry,Yes,2,Gasabo,Yes,Yes,Yes,36.0,No,No,,Yes,Laundry,0,407.05,183.15,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.518411,0.541088,0.557137,0,1,1,0,0,0,406.75,412.57,389.81,Rwanda,RW
U04286,ET-2021-S2,2021-04-14,38,Male,host,Jijiga,Eritrean,Primary,Personal Services,Cleaning,No,4,,,,,,,,,,,2,1724.2,,0,0,1,1,0,Baseline Survey,False,Permit/registration barriers,Grant,True,Low demand,False,False,Start business,MEDIUM,MEDIUM,MEDIUM,0.481576,0.568723,0.622996,0,0,0,0,0,0,1607.72,1763.66,1538.31,Ethiopia,ET
U02381,RW-2020-S1,2020-07-03,31,Female,host,Gasabo,Rwandan,Diploma,Retail & Trade,Grocery,No,6,Rwamagana,No,No,Yes,11.0,Yes,Yes,Record keeping,No,,0,290.43,115.56,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.428063,0.403479,0.430591,0,0,0,0,0,0,308.91,275.9,274.78,Rwanda,RW
U03409,SS-2020-S1,2020-10-29,27,Female,refugee,Torit,Sudanese,Secondary,Manufacturing,Baked Goods,No,5,,,,,,,,,,,0,542.36,,0,1,0,1,0,Endline Survey,True,,Grant,False,Low demand,True,True,Join cooperative,MEDIUM,MEDIUM,LOW,0.441403,0.38585,0.348007,0,0,0,0,0,1,589.01,566.98,542.52,South Sudan,SS
U02833,RW-2021-S2,2021-12-06,18,Female,host,Kigeme Camp,Burundian,Bachelor,Retail & Trade,Pharmacy,Yes,8,Rubavu,Yes,No,Yes,18.0,Yes,Yes,Inventory,Yes,Clothing,0,182.81,115.53,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.604342,0.574466,0.566794,0,0,0,0,0,0,170.63,182.49,177.03,Rwanda,RW
U03305,KE-2018-S1,2018-07-31,46,Male,host,Kisumu,South Sudanese,Bachelor,Manufacturing,Crafts,No,2,,,,,,,,,,,0,400.23,,0,0,1,1,0,Endline Survey,False,Lack of capital,Family support,False,High input costs,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.350599,0.385476,0.409304,0,0,0,0,0,0,407.2,482.19,465.97,Kenya,KE
U04277,KE-2022-S3,2022-07-11,35,Female,host,Kakuma Camp,South Sudanese,Primary,Transport,Moto,Yes,4,Nairobi,No,No,Yes,26.0,No,No,,Yes,Logistics,0,244.56,82.7,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.424294,0.429541,0.450928,0,0,0,0,0,0,262.34,230.13,244.3,Kenya,KE
U03957,ET-2024-S3,2024-09-17,44,Female,refugee,Bahir Dar,Somali,TVET,Construction,Paint,No,5,Yeka,Yes,No,Yes,16.0,No,No,,Yes,Paint,0,696.92,364.33,0,0,1,0,1,Baseline Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.713915,0.765773,0.805415,0,0,0,0,0,0,676.3,688.88,635.24,Ethiopia,ET
U01781,KE-2026-S3,2026-04-13,40,Male,refugee,Kakuma Camp,South Sudanese,TVET,Manufacturing,Baked Goods,No,3,,,,,,,,,,,1,262.58,,0,0,1,1,0,Baseline Survey,False,Permit/registration barriers,Grant,False,Security constraints,True,False,Join cooperative,MEDIUM,MEDIUM,LOW,0.426957,0.364724,0.344578,0,0,0,0,0,0,271.04,256.47,269.08,Kenya,KE
U02053,RW-2020-S2,2020-03-15,41,Female,refugee,Kigeme Camp,Rwandan,Secondary,Professional Services,Tailoring,No,4,Musanze,No,No,No,15.0,Yes,No,,No,,1,928.56,514.41,1,0,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.547807,0.493838,0.484964,0,1,1,0,0,0,1021.93,904.03,1035.56,Rwanda,RW
U03013,ET-2025-S1,2025-10-29,32,Female,refugee,Bahir Dar,Eritrean,Diploma,Professional Services,Repairs,Yes,7,,,,,,,,,,,0,433.11,,0,1,0,0,1,Baseline Survey,False,Permit/registration barriers,Loan,True,Limited mobility,False,False,Start business,MEDIUM,MEDIUM,MEDIUM,0.629228,0.551669,0.525084,0,0,0,0,0,0,416.69,436.41,424.55,Ethiopia,ET
U00598,ET-2026-S2,2026-12-29,25,Male,host,Addis Ababa,Somali,Primary,Retail & Trade,Phone Accessories,No,2,Kirkos,No,Yes,Yes,15.0,No,No,,No,,1,218.31,88.9,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.415946,0.419345,0.468363,0,0,0,0,0,2,222.14,222.26,233.89,Ethiopia,ET
U02102,RW-2019-S2,2019-10-04,43,Female,host,Nyarugenge,Burundian,Secondary,Construction,Hardware,Yes,3,Kicukiro,Yes,Yes,Yes,10.0,No,No,,No,,0,1870.81,1223.93,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.45655,0.497662,0.494547,0,0,0,0,0,0,1804.46,1994.26,2105.89,Rwanda,RW
U01260,ET-2019-S3,2019-01-13,22,Male,host,Addis Ababa,Ethiopian,Primary,Construction,Masonry,No,6,Yeka,Yes,Yes,Yes,16.0,Yes,Yes,Record keeping,No,,0,621.18,218.93,1,0,0,1,0,Follow-up Survey,True,,,,,,,,LOW,MEDIUM,MEDIUM,0.307641,0.41523,0.444375,0,0,1,0,0,0,634.52,625.51,680.37,Ethiopia,ET
U03237,RW-2025-S2,2025-12-05,31,Male,host,Nyabiheke Camp,Congolese,Primary,Construction,Carpentry,Yes,3,,,,,,,,,,,2,605.58,,0,0,1,1,0,Follow-up Survey,False,Lack of capital,Community group,False,Competition,True,True,Join cooperative,LOW,LOW,LOW,0.219932,0.235278,0.221989,0,0,0,0,0,0,609.55,698.81,733.03,Rwanda,RW
U01319,RW-2026-S1,2026-04-05,24,Male,refugee,Kicukiro,Burundian,Primary,Construction,Carpentry,No,2,,,,,,,,,,,3,275.94,,0,1,0,0,1,Follow-up Survey,True,,Savings,True,Competition,False,False,Continue training,MEDIUM,MEDIUM,MEDIUM,0.525146,0.523861,0.504684,0,0,0,0,0,0,262.35,262.68,251.44,Rwanda,RW
U02505,RW-2025-S2,2025-12-22,34,Female,refugee,Nyarugenge,Congolese,Secondary,Retail & Trade,Clothing,No,2,Huye,Yes,Yes,No,9.0,No,No,,No,,0,163.07,93.03,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.440579,0.449361,0.465842,0,1,2,0,0,0,159.53,176.35,180.57,Rwanda,RW
U00618,RW-2019-S3,2019-01-10,41,Female,refugee,Kigeme Camp,Congolese,Diploma,Transport,Taxi,Yes,2,Musanze,Yes,Yes,No,16.0,Yes,No,,No,,0,174.34,64.03,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.564343,0.550094,0.551592,1,1,1,0,0,0,165.95,184.81,184.03,Rwanda,RW
U01305,KE-2020-S2,2020-04-01,35,Female,refugee,Kakuma Camp,South Sudanese,Bachelor,Transport,Delivery,Yes,3,,,,,,,,,,,0,423.91,,0,0,1,1,0,Endline Survey,False,Lack of capital,Family support,False,High input costs,True,False,Start business,MEDIUM,MEDIUM,MEDIUM,0.639658,0.664204,0.67684,0,0,0,0,0,0,462.1,445.17,425.98,Kenya,KE
U03101,ET-2020-S2,2020-07-06,42,Female,refugee,Mekelle,Eritrean,Primary,ICT,Software Services,No,3,Yeka,Yes,No,Yes,8.0,No,Yes,Pricing,Yes,Device Repair,0,2108.92,1302.8,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.541269,0.536951,0.540831,0,0,0,0,0,0,2134.83,2159.59,2136.19,Ethiopia,ET
